,name,na_sales,eu_sales,jp_sales,other_sales,global_sales
8084,Valhalla Knights 3,0.04,0.01,0.12,0.01,0.18
8085,Mega Man X: Command Mission,0.09,0.07,0.0,0.02,0.18
8086,Tokyo Xtreme Racer DRIFT,0.09,0.07,0.0,0.02,0.18
8088,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",0.15,0.01,0.0,0.01,0.18
8089,Cabela's Big Game Hunter 2005 Adventures,0.13,0.04,0.0,0.01,0.18
8092,Senran Kagura: Estival Versus,0.04,0.02,0.09,0.02,0.18
8094,GRID Autosport,0.05,0.09,0.01,0.03,0.18
8096,Half-Minute Hero,0.08,0.01,0.07,0.01,0.18
8097,Gauntlet: Dark Legacy,0.14,0.04,0.0,0.0,0.18
8099,The Chronicles of Narnia: Prince Caspian,0.16,0.01,0.0,0.01,0.18
8101,Shadow The Hedgehog,0.13,0.04,0.0,0.01,0.18
8106,World of Outlaws: Sprint Cars,0.17,0.0,0.0,0.01,0.18
8107,Van Helsing,0.13,0.04,0.0,0.01,0.18
8108,Grand Slam Tennis 2,0.1,0.06,0.0,0.02,0.18
8109,Ben 10 Ultimate Alien: Cosmic Destruction,0.1,0.06,0.0,0.02,0.18
8110,Pure Futbol,0.08,0.08,0.0,0.02,0.18
8111,Spider-Man: Friend or Foe,0.16,0.0,0.0,0.01,0.18
8113,Gun,0.14,0.04,0.0,0.0,0.18
8114,SoulCalibur Legends,0.16,0.01,0.0,0.01,0.18
8120,Aliens: Colonial Marines,0.1,0.06,0.0,0.02,0.18
8121,Tiger Woods PGA Tour 2004,0.13,0.05,0.0,0.0,0.18
8123,FIFA Soccer 11,0.0,0.14,0.0,0.04,0.18
8125,Borderlands,0.01,0.14,0.0,0.03,0.18
8126,de Blob 2,0.11,0.06,0.0,0.02,0.18
8127,Silent Hill 4: The Room,0.14,0.04,0.0,0.01,0.18
8128,Commandos 2: Men of Courage,0.09,0.07,0.0,0.02,0.18
8129,Remember Me,0.1,0.06,0.0,0.02,0.18
8130,Brink,0.06,0.09,0.0,0.03,0.18
8131,FIFA Soccer 2002,0.14,0.04,0.0,0.0,0.18
8137,Disney's Tarzan Untamed,0.14,0.04,0.0,0.0,0.18
8140,Trinity Universe,0.07,0.05,0.03,0.02,0.18
8144,Senran Kagura: Estival Versus,0.08,0.0,0.08,0.02,0.18
8145,Ball Breakers,0.1,0.07,0.0,0.01,0.18
8147,Splatterhouse,0.14,0.03,0.0,0.01,0.18
8148,EyeToy: Groove,0.09,0.07,0.0,0.02,0.18
8149,You Don't Know Jack,0.16,0.0,0.0,0.01,0.18
8153,Charlie and the Chocolate Factory,0.14,0.04,0.0,0.0,0.18
8154,Armored Core: Last Raven,0.05,0.04,0.08,0.01,0.18
8155,Burnout Legends,0.15,0.02,0.0,0.01,0.18
8157,College Hoops 2K7,0.16,0.0,0.0,0.01,0.18
8161,K-1 World Grand Prix,0.04,0.03,0.1,0.01,0.18
8164,Juiced,0.13,0.04,0.0,0.01,0.18
8165,Naruto Shippuden: Dragon Blade Chronicles,0.11,0.01,0.05,0.01,0.18
8168,DiRT Showdown,0.02,0.12,0.0,0.03,0.18
8174,Sonic Riders: Zero Gravity,0.09,0.07,0.0,0.02,0.18
8175,UFC: Sudden Impact,0.09,0.07,0.0,0.02,0.18
8180,Full Auto 2: Battlelines,0.14,0.02,0.0,0.02,0.18
8181,College Hoops 2K8,0.16,0.0,0.0,0.01,0.18
8183,How to Train Your Dragon,0.12,0.03,0.0,0.02,0.18
8186,Dynasty Warriors: Gundam 3,0.11,0.03,0.02,0.01,0.18
8189,NHL 2004,0.13,0.04,0.0,0.01,0.18
8194,Velvet Assassin,0.14,0.02,0.01,0.01,0.18
8196,MindJack,0.07,0.07,0.0,0.03,0.18
8199,NBA Live 16,0.1,0.04,0.0,0.03,0.18
8200,WWE SmackDown vs. Raw 2009,0.14,0.02,0.0,0.01,0.18
8201,Dead or Alive Paradise,0.07,0.02,0.07,0.02,0.18
8202,Dark Souls II,0.08,0.08,0.0,0.01,0.17
8203,The Suffering: Ties That Bind,0.09,0.07,0.0,0.02,0.17
8204,EyeToy: Kinetic,0.09,0.07,0.0,0.02,0.17
8207,Project Spark,0.11,0.05,0.0,0.02,0.17
8208,Army Men: Sarge's Heroes 2,0.09,0.07,0.0,0.02,0.17
8217,Winning Eleven: Pro Evolution Soccer 2007,0.0,0.0,0.17,0.0,0.17
8218,Warriors of Might and Magic,0.09,0.07,0.0,0.02,0.17
8219,Rapala Fishing Frenzy 2009,0.16,0.0,0.0,0.01,0.17
8222,Ridge Racer,0.03,0.07,0.05,0.02,0.17
8225,Major League Baseball 2K9,0.16,0.0,0.0,0.01,0.17
8231,Smash Court Tennis Pro Tournament,0.08,0.07,0.0,0.02,0.17
8233,Race Pro,0.06,0.09,0.0,0.02,0.17
8235,NBA Inside Drive 2004,0.13,0.04,0.0,0.01,0.17
8240,Gretzky NHL 2005,0.08,0.07,0.0,0.02,0.17
8241,Dungeon Siege III,0.08,0.08,0.0,0.02,0.17
8242,The Hobbit,0.13,0.03,0.0,0.0,0.17
8245,Skate it,0.14,0.02,0.0,0.01,0.17
8247,True Crime: New York City,0.13,0.03,0.0,0.0,0.17
8248,Metal Arms: Glitch in the System,0.13,0.04,0.0,0.01,0.17
8250,Toukiden Kiwami,0.05,0.07,0.02,0.02,0.17
8252,The Secret World,0.07,0.08,0.0,0.02,0.17
8256,MDK2 Armageddon,0.08,0.07,0.0,0.02,0.17
8258,NHL 2K9,0.15,0.01,0.0,0.01,0.17
8260,Fight Night Round 2,0.13,0.03,0.0,0.0,0.17
8262,Disney's Atlantis: The Lost Empire,0.1,0.07,0.0,0.01,0.17
8271,Stormrise,0.13,0.02,0.0,0.02,0.17
8272,Psi-Ops: The Mindgate Conspiracy,0.13,0.04,0.0,0.01,0.17
8273,X-Men: The Official Game,0.16,0.0,0.0,0.01,0.17
8274,SWAT: Global Strike Team,0.13,0.04,0.0,0.01,0.17
8278,Hitman: HD Trilogy,0.07,0.08,0.0,0.02,0.17
8280,Goblin Commander: Unleash the Horde,0.08,0.07,0.0,0.02,0.17
8285,World Destruction League: Thunder Tanks,0.08,0.07,0.0,0.02,0.17
8286,Tom Clancy's Ghost Recon: Future Soldier,0.05,0.1,0.0,0.02,0.17
8290,PlayStation Move Heroes,0.08,0.06,0.0,0.03,0.17
8292,RoadKill,0.08,0.07,0.0,0.02,0.17
8296,Looney Tunes: Back in Action,0.13,0.03,0.0,0.0,0.17
8298,The Chronicles of Narnia: Prince Caspian,0.14,0.01,0.0,0.02,0.17
8303,Top Spin 2,0.15,0.0,0.0,0.01,0.17
8304,Hunter: The Reckoning Redeemer,0.13,0.04,0.0,0.01,0.17
8306,Captain America: Super Soldier,0.11,0.05,0.0,0.01,0.17
8309,Danganronpa 2: Goodbye Despair,0.08,0.05,0.0,0.04,0.17
8310,Thief: Deadly Shadows,0.13,0.04,0.0,0.01,0.17
8312,MotoGP 10/11,0.04,0.1,0.0,0.03,0.17
8313,NBA 09: The Inside,0.16,0.0,0.0,0.01,0.17
8314,Batman Begins,0.12,0.05,0.0,0.0,0.17
8315,Mercury Meltdown Revolution,0.16,0.0,0.0,0.01,0.17
8319,Let's TAP,0.08,0.06,0.01,0.02,0.17
8325,The Lord of the Rings: Aragorn's Quest,0.1,0.04,0.0,0.02,0.17
8326,Spawn: Armageddon,0.13,0.04,0.0,0.01,0.17
8332,Bee Movie Game,0.16,0.0,0.0,0.01,0.17
8339,Conception II: Children of the Seven Stars,0.1,0.0,0.04,0.03,0.17
8340,Deus Ex: Mankind Divided,0.09,0.06,0.0,0.01,0.17
8342,Professor Heinz Wolff's Gravity,0.04,0.12,0.0,0.02,0.17
8345,FaceBreaker,0.13,0.02,0.0,0.02,0.17
8346,Star Wars: Battlefront II,0.02,0.13,0.0,0.02,0.17
8350,Gallop Racer 2001,0.05,0.04,0.06,0.01,0.17
8351,Hellboy: The Science of Evil,0.13,0.02,0.0,0.02,0.17
8353,MotoGP 09/10,0.07,0.09,0.0,0.02,0.17
8356,Catwoman,0.08,0.06,0.0,0.02,0.17
8360,Monsters vs. Aliens,0.12,0.03,0.0,0.01,0.17
8361,Beat Down: Fists of Vengeance,0.04,0.03,0.09,0.01,0.17
8362,World Destruction League: Thunder Tanks,0.09,0.06,0.0,0.01,0.17
8363,Terminator 3: The Redemption,0.08,0.06,0.0,0.02,0.17
8366,Anarchy Reigns,0.12,0.02,0.02,0.01,0.17
8367,SSX On Tour,0.13,0.03,0.0,0.0,0.17
8368,Bladestorm: Nightmare,0.08,0.04,0.03,0.02,0.17
8369,Fairytale Fights,0.14,0.02,0.0,0.01,0.17
8370,LEGO Marvel Super Heroes,0.04,0.12,0.0,0.01,0.17
8373,James Bond 007: Everything or Nothing,0.12,0.04,0.0,0.0,0.17
8375,Shrek Extra Large,0.13,0.03,0.0,0.0,0.17
8377,World Tour Soccer 2006,0.08,0.06,0.0,0.02,0.17
8378,Gunvalkyrie,0.13,0.04,0.0,0.01,0.17
8383,State of Emergency,0.13,0.04,0.0,0.01,0.17
8386,Disney Golf,0.07,0.06,0.02,0.02,0.17
8388,Fuzion Frenzy 2,0.14,0.01,0.0,0.01,0.17
8389,Demon Gaze,0.04,0.02,0.08,0.02,0.17
8390,Clock Tower II: The Struggle Within,0.02,0.01,0.12,0.01,0.17
8394,CSI: Fatal Conspiracy,0.11,0.04,0.0,0.01,0.17
8395,Mega Man Network Transmission,0.13,0.03,0.0,0.0,0.17
8398,Fairytale Fights,0.11,0.03,0.0,0.02,0.17
8402,RC Revenge Pro,0.08,0.06,0.0,0.02,0.17
8403,G-Force,0.11,0.05,0.0,0.01,0.17
8406,Backyard Wrestling: Don't Try This at Home,0.13,0.04,0.0,0.01,0.17
8407,Gauntlet: Dark Legacy,0.13,0.04,0.0,0.01,0.17
8409,Time and Eternity,0.06,0.03,0.06,0.02,0.17
8410,Lost Kingdoms,0.1,0.02,0.04,0.0,0.17
8412,Pursuit Force: Extreme Justice,0.07,0.06,0.0,0.03,0.17
8415,The Cursed Crusade,0.07,0.06,0.01,0.03,0.17
8416,Ridge Racer Unbounded,0.05,0.09,0.0,0.03,0.17
8417,Wolfenstein 3D,0.12,0.04,0.0,0.0,0.17
8419,NHL 07,0.13,0.02,0.0,0.02,0.17
8421,Dementium: The Ward,0.15,0.01,0.0,0.01,0.17
8422,Mobile Suit Gundam: Extreme VS Force,0.0,0.0,0.17,0.0,0.17
8427,NASCAR '14,0.15,0.0,0.0,0.02,0.17
8430,Green Lantern: Rise of the Manhunters,0.09,0.05,0.0,0.02,0.17
8432,25 to Life,0.12,0.04,0.0,0.01,0.17
8434,Naval Assault: The Killing Tide,0.08,0.07,0.0,0.02,0.17
8437,Sega Superstars,0.08,0.06,0.0,0.02,0.17
8438,MLB 11: The Show,0.15,0.0,0.0,0.02,0.17
8439,Bomberman Land,0.11,0.01,0.03,0.01,0.17
8441,Midway Arcade Treasures,0.13,0.03,0.0,0.0,0.17
8442,Leisure Suit Larry: Magna Cum Laude,0.12,0.04,0.0,0.01,0.17
8447,One Piece: Pirate Warriors 3,0.0,0.03,0.13,0.01,0.17
8453,Cubivore: Survival of the Fittest,0.01,0.0,0.15,0.0,0.17
8454,7th Dragon III Code: VFD,0.04,0.0,0.12,0.0,0.17
8455,FlatOut,0.12,0.04,0.0,0.01,0.17
8462,Blood Bowl,0.13,0.02,0.0,0.01,0.16
8463,Taz Wanted,0.08,0.06,0.0,0.02,0.16
8464,Far Cry: Primal,0.04,0.11,0.0,0.01,0.16
8465,Sid Meier's Civilization IV,0.02,0.12,0.0,0.03,0.16
8466,Zoo Keeper,0.1,0.01,0.05,0.01,0.16
8470,Pursuit Force,0.14,0.01,0.0,0.01,0.16
8472,Star Wars: Super Bombad Racing,0.08,0.06,0.0,0.02,0.16
8476,Driver: San Francisco,0.06,0.09,0.0,0.02,0.16
8477,Alien Resurrection,0.09,0.06,0.0,0.01,0.16
8478,World Tour Soccer 2005,0.08,0.06,0.0,0.02,0.16
8480,ESPN College Hoops,0.08,0.06,0.0,0.02,0.16
8481,Dengeki Bunko Fighting Climax,0.05,0.0,0.09,0.01,0.16
8483,Leisure Suit Larry: Box Office Bust,0.14,0.01,0.0,0.01,0.16
8485,Robotech: Battlecry,0.13,0.03,0.0,0.0,0.16
8488,Clash of the Titans,0.08,0.06,0.0,0.02,0.16
8491,Kya: Dark Lineage,0.08,0.06,0.0,0.02,0.16
8492,Mirror's Edge Catalyst,0.09,0.06,0.0,0.01,0.16
8496,F1 2011,0.07,0.08,0.0,0.02,0.16
8498,Guilty Gear Judgment,0.13,0.0,0.02,0.01,0.16
8500,NCAA Football 09 All-Play,0.15,0.0,0.0,0.01,0.16
8503,Doctor Lautrec and the Forgotten Knights,0.07,0.05,0.03,0.01,0.16
8509,Hot Wheels World Race,0.13,0.03,0.0,0.0,0.16
8513,Castlevania Judgment,0.12,0.02,0.01,0.01,0.16
8517,Apache: Air Assault,0.12,0.03,0.0,0.01,0.16
8518,Aliens: Infestation,0.09,0.05,0.0,0.02,0.16
8519,Return to PopoloCrois: A Story of Seasons Fairytale,0.05,0.0,0.1,0.01,0.16
8520,Angry Birds Trilogy,0.12,0.02,0.0,0.03,0.16
8523,Crash Tag Team Racing,0.12,0.03,0.0,0.0,0.16
8524,El Shaddai: Ascension of the Metatron,0.07,0.05,0.03,0.01,0.16
8525,NPPL: Championship Paintball 2009,0.15,0.0,0.0,0.01,0.16
8526,True Swing Golf,0.11,0.0,0.04,0.01,0.16
8527,TimeSplitters: Future Perfect,0.12,0.03,0.0,0.01,0.16
8532,Goosebumps HorrorLand,0.15,0.0,0.0,0.01,0.16
8534,Thrillville: Off the Rails,0.13,0.02,0.0,0.01,0.16
8537,Fatal Frame II: Crimson Butterfly,0.08,0.06,0.0,0.02,0.16
8538,Murdered: Soul Suspect,0.08,0.07,0.0,0.01,0.16
8539,Shadow Man: 2econd Coming,0.08,0.06,0.0,0.02,0.16
8541,Dynasty Warriors 4,0.12,0.03,0.0,0.01,0.16
8542,Warriors Orochi 3,0.09,0.03,0.03,0.01,0.16
8543,Wakeboarding Unleashed Featuring Shaun Murray,0.08,0.06,0.0,0.02,0.16
8544,The Incredibles: Rise of the Underminer,0.12,0.03,0.0,0.0,0.16
8545,Beowulf: The Game,0.14,0.01,0.0,0.01,0.16
8546,Dewy's Adventure,0.14,0.0,0.01,0.01,0.16
8549,The BIGS,0.15,0.0,0.0,0.01,0.16
8550,Fracture,0.11,0.04,0.0,0.02,0.16
8552,NBA Live 08,0.14,0.0,0.0,0.01,0.16
8554,Hyperdimension Neptunia Victory,0.05,0.03,0.06,0.02,0.16
8558,Marble Saga: Kororinpa,0.09,0.05,0.0,0.01,0.16
8565,The King of Fighters XII,0.11,0.01,0.03,0.01,0.16
8568,Dungeon Siege: Throne of Agony,0.13,0.02,0.0,0.02,0.16
8574,Culdcept SAGA,0.12,0.0,0.03,0.01,0.16
8590,The Crew,0.0,0.15,0.0,0.01,0.16
8592,Create,0.11,0.03,0.0,0.02,0.16
8596,Eragon,0.13,0.02,0.0,0.01,0.16
8597,TimeShift,0.14,0.0,0.0,0.01,0.16
8600,Spyro: Shadow Legacy,0.14,0.01,0.0,0.01,0.16
8602,The Sims 3: Seasons,0.0,0.13,0.0,0.02,0.16
8607,Scarface: Money. Power. Respect.,0.15,0.0,0.0,0.01,0.16
8608,Angry Birds Star Wars,0.11,0.04,0.0,0.02,0.16
8610,Blitz: The League,0.15,0.0,0.0,0.01,0.16
8613,NBA 2K12,0.09,0.05,0.0,0.02,0.16
8617,FlatOut 2,0.08,0.06,0.0,0.02,0.16
8618,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,0.14,0.0,0.0,0.01,0.16
8622,Heroes over Europe,0.12,0.02,0.0,0.02,0.16
8627,BioShock The Collection,0.08,0.06,0.0,0.01,0.16
8631,F-Zero: GP Legend,0.11,0.04,0.0,0.0,0.16
8635,Klonoa,0.1,0.02,0.03,0.01,0.16
8636,Bulletstorm,0.07,0.07,0.0,0.02,0.16
8637,Putty Squad,0.06,0.07,0.0,0.03,0.16
8641,Field Commander,0.14,0.0,0.0,0.01,0.16
8645,Custom Robo Arena,0.01,0.02,0.12,0.0,0.16
8646,Ar Nosurge: Ode to an Unborn Star,0.05,0.03,0.06,0.02,0.16
8652,Shaun White Skateboarding,0.1,0.05,0.0,0.01,0.16
8655,Trigger Man,0.08,0.06,0.0,0.02,0.16
8658,Wildstar,0.08,0.07,0.0,0.01,0.16
8660,Tiger Woods PGA Tour 2004,0.12,0.03,0.0,0.0,0.16
8664,Amped 3,0.13,0.02,0.0,0.01,0.16
8666,Innocent Life: A Futuristic Harvest Moon,0.08,0.03,0.03,0.02,0.16
8672,NHL 2005,0.12,0.03,0.0,0.01,0.16
8673,Arcana Heart,0.06,0.05,0.04,0.02,0.16
8675,Battlestar Galactica,0.08,0.06,0.0,0.02,0.16
8676,Time Hollow,0.03,0.01,0.11,0.0,0.16
8679,Tak and the Guardians of Gross,0.14,0.0,0.0,0.01,0.16
8687,Dynasty Warriors 8: Xtreme Legends,0.02,0.02,0.11,0.01,0.16
8688,Godzilla Unleashed,0.14,0.0,0.0,0.01,0.16
8693,Sherlock Holmes vs. Jack the Ripper,0.11,0.03,0.0,0.01,0.16
8694,Sniper: Ghost Warrior,0.0,0.13,0.0,0.03,0.16
8700,Fist of the North Star: Ken's Rage,0.07,0.02,0.06,0.01,0.16
8701,Chaotic: Shadow Warriors,0.14,0.0,0.0,0.01,0.16
8708,Driven,0.08,0.06,0.0,0.02,0.15
8709,James Noir's Hollywood Crimes,0.07,0.07,0.0,0.01,0.15
8710,"Warhammer 40,000: Fire Warrior",0.08,0.06,0.0,0.02,0.15
8711,All-Pro Football 2K8,0.14,0.0,0.0,0.01,0.15
8712,Lufia: Curse of the Sinistrals,0.11,0.0,0.03,0.01,0.15
8713,MTV Music Generator 2,0.08,0.06,0.0,0.02,0.15
8714,Mugen Souls,0.04,0.02,0.08,0.01,0.15
8715,Ultimate Spider-Man,0.14,0.0,0.0,0.01,0.15
8718,Burnout 2: Point of Impact,0.12,0.03,0.0,0.0,0.15
8719,Paris-Dakar Rally,0.08,0.06,0.0,0.02,0.15
8722,Atelier Iris: Eternal Mana,0.08,0.06,0.0,0.02,0.15
8724,F.E.A.R. 3,0.04,0.08,0.0,0.03,0.15
8727,Tak: The Great Juju Challenge,0.12,0.03,0.0,0.0,0.15
8728,Fantasia: Music Evolved,0.11,0.03,0.0,0.01,0.15
8730,Knockout Kings 2003,0.12,0.03,0.0,0.0,0.15
8731,Bomberman,0.14,0.0,0.0,0.01,0.15
8732,NCAA Football 2004,0.12,0.03,0.0,0.0,0.15
8733,XGIII: Extreme G Racing,0.12,0.03,0.0,0.0,0.15
8734,Digimon World 4,0.08,0.06,0.0,0.02,0.15
8735,Stormrise,0.11,0.03,0.0,0.01,0.15
8744,The Godfather: Blackhand Edition,0.14,0.0,0.0,0.01,0.15
8748,Naruto: Powerful Shippuden,0.08,0.02,0.04,0.01,0.15
8749,American Chopper,0.11,0.03,0.0,0.01,0.15
8750,The Adventures of Tintin: The Game,0.05,0.09,0.0,0.02,0.15
8751,Dynasty Warriors 8,0.09,0.05,0.0,0.01,0.15
8753,Kingdom Under Fire: Heroes,0.11,0.03,0.0,0.01,0.15
8755,The Terminator: Dawn of Fate,0.11,0.03,0.0,0.01,0.15
8756,Infected,0.14,0.0,0.0,0.01,0.15
8758,Birds of Steel,0.11,0.03,0.0,0.01,0.15
8759,Cars: Race-O-Rama,0.14,0.01,0.0,0.01,0.15
8763,NBA Street Homecourt,0.12,0.01,0.0,0.02,0.15
8764,Darksiders II,0.03,0.1,0.0,0.02,0.15
8765,Enthusia Professional Racing,0.07,0.06,0.0,0.02,0.15
8766,DiRT 3,0.0,0.13,0.0,0.03,0.15
8769,Get On Da Mic,0.07,0.06,0.0,0.02,0.15
8770,Darksiders II,0.07,0.07,0.0,0.01,0.15
8772,Army Men: Sarge's War,0.12,0.03,0.0,0.0,0.15
8780,Project Sylpheed: Arc of Deception,0.12,0.01,0.02,0.01,0.15
8783,NHL 2K10,0.13,0.01,0.0,0.01,0.15
8787,MLB Power Pros 2008,0.05,0.04,0.05,0.01,0.15
8790,WordJong,0.13,0.01,0.0,0.01,0.15
8791,Tears to Tiara II: Heir of the Overlord,0.07,0.01,0.06,0.02,0.15
8792,Puzzle Quest: Galactrix,0.14,0.0,0.0,0.01,0.15
8794,de Blob 2,0.1,0.04,0.0,0.01,0.15
8795,Disney's The Lion King: Simba's Mighty Adventure,0.08,0.06,0.0,0.01,0.15
8798,Samurai Warriors: Katana,0.11,0.0,0.04,0.01,0.15
8799,NBA 09: The Inside,0.14,0.0,0.0,0.01,0.15
8801,Kingdom of Paradise,0.14,0.0,0.0,0.01,0.15
8803,Naruto Shippuden: Legends: Akatsuki Rising,0.14,0.0,0.0,0.01,0.15
8804,Marvel Super Hero Squad: The Infinity Gauntlet,0.12,0.02,0.0,0.01,0.15
8806,Bleach: Dark Souls,0.12,0.02,0.0,0.01,0.15
8808,Prince of Persia: The Sands of Time,0.11,0.04,0.0,0.0,0.15
8811,Prince of Persia: The Forgotten Sands,0.14,0.01,0.0,0.01,0.15
8812,World Series Baseball 2K3,0.11,0.03,0.0,0.01,0.15
8814,Serious Sam,0.11,0.03,0.0,0.01,0.15
8815,Bomberman,0.1,0.01,0.03,0.01,0.15
8817,Killer7,0.12,0.03,0.0,0.0,0.15
8818,Super Monkey Ball Adventure,0.12,0.03,0.0,0.0,0.15
8819,FIFA Soccer 2002,0.08,0.06,0.0,0.01,0.15
8820,Street Fighter Anniversary Collection,0.11,0.03,0.0,0.01,0.15
8823,Shadow Ops: Red Mercury,0.11,0.03,0.0,0.01,0.15
8824,Indigo Prophecy,0.07,0.06,0.0,0.02,0.15
8825,FIFA 06: Road to FIFA World Cup,0.11,0.02,0.01,0.01,0.15
8832,Musashi: Samurai Legend,0.07,0.06,0.0,0.02,0.15
8836,Oreshika: Tainted Bloodlines,0.0,0.0,0.15,0.0,0.15
8839,F1 2001,0.07,0.06,0.0,0.02,0.15
8840,Darksiders,0.07,0.06,0.0,0.02,0.15
8842,Top Gun: Combat Zones,0.12,0.03,0.0,0.0,0.15
8848,Fantastic Four: Rise of the Silver Surfer,0.12,0.02,0.0,0.02,0.15
8853,All-Star Baseball 2003,0.12,0.03,0.0,0.0,0.15
8857,Rocky,0.11,0.03,0.0,0.01,0.15
8861,Megamind: Ultimate Showdown,0.07,0.05,0.0,0.02,0.15
8862,Space Invaders Extreme,0.12,0.01,0.01,0.01,0.15
8864,Thor: God of Thunder,0.1,0.04,0.0,0.01,0.15
8866,BloodRayne 2,0.11,0.03,0.0,0.01,0.15
8867,Jaws Unleashed,0.11,0.03,0.0,0.01,0.15
8869,Star Trek: Voyager Elite Force,0.07,0.06,0.0,0.02,0.15
8870,X-Men: The Official Game,0.12,0.03,0.0,0.0,0.15
8880,187: Ride or Die,0.07,0.06,0.0,0.02,0.15
8884,Battleborn,0.1,0.04,0.0,0.01,0.15
8886,Geist,0.11,0.03,0.0,0.0,0.15
8887,The King of Fighters XIV,0.07,0.02,0.04,0.02,0.15
8889,Sword Art Online: Hollow Realization,0.0,0.04,0.1,0.01,0.15
8892,Street Fighter Alpha 3,0.11,0.04,0.0,0.0,0.15
8898,Ridge Racer DS,0.14,0.0,0.0,0.01,0.15
8899,High Velocity Bowling,0.13,0.0,0.0,0.01,0.15
8900,LEGO Harry Potter Collection,0.01,0.11,0.0,0.02,0.15
8903,Brain Boost: Beta Wave,0.14,0.0,0.0,0.01,0.15
8905,Shenmue II,0.0,0.0,0.15,0.0,0.15
8906,Armored Core: For Answer,0.06,0.01,0.07,0.01,0.15
8910,Fugitive Hunter: War on Terror,0.07,0.06,0.0,0.02,0.15
8911,The Incredible Hulk: Ultimate Destruction,0.11,0.03,0.0,0.0,0.15
8913,Prince of Persia: The Two Thrones,0.11,0.03,0.0,0.0,0.15
8914,Blazing Angels 2: Secret Missions of WWII,0.1,0.03,0.0,0.02,0.15
8920,The Legend of Heroes: Trails of Cold Steel II,0.02,0.02,0.11,0.01,0.15
8923,Batman Begins,0.11,0.03,0.0,0.0,0.15
8926,Toy Story Racer,0.08,0.06,0.0,0.01,0.15
8927,Disney's Donald Duck: Goin' Quackers,0.08,0.06,0.0,0.01,0.15
8930,Ys: The Oath in Felghana,0.09,0.0,0.04,0.01,0.15
8931,Crash: Twinsanity,0.11,0.03,0.0,0.01,0.15
8939,Arena Football,0.11,0.03,0.0,0.01,0.15
8941,Medal of Honor: Infiltrator,0.11,0.04,0.0,0.0,0.15
8944,Lego Star Wars: The Force Awakens,0.06,0.07,0.01,0.01,0.15
8946,The Wizard of Oz: Beyond The Yellow Brick Road,0.13,0.0,0.0,0.01,0.15
8948,Super Monkey Ball Deluxe,0.11,0.03,0.0,0.01,0.15
8952,The Cursed Crusade,0.08,0.05,0.0,0.01,0.15
8956,Earth Defense Force 2025,0.06,0.03,0.05,0.01,0.15
8957,NHL 2K10,0.11,0.02,0.0,0.01,0.15
8962,Tom Clancy's Ghost Recon,0.11,0.03,0.0,0.0,0.15
8963,Pac-Man Party 3D,0.09,0.04,0.0,0.01,0.15
8965,Darkstalkers Chronicle: The Chaos Tower,0.13,0.0,0.0,0.01,0.15
8966,WWE '13,0.11,0.02,0.0,0.01,0.15
8967,Mad Dash Racing,0.11,0.03,0.0,0.01,0.15
8969,Rayman Origins,0.06,0.08,0.0,0.01,0.15
8970,Summon Night 5,0.0,0.0,0.15,0.0,0.15
8972,Black * Rock Shooter: The Game,0.0,0.0,0.15,0.0,0.15
8973,BMX XXX,0.07,0.06,0.0,0.02,0.15
8976,Boktai: The Sun is in Your Hand,0.1,0.04,0.0,0.0,0.15
8978,Guilty Gear X2 #Reload,0.11,0.03,0.0,0.01,0.15
8980,ReCore,0.08,0.05,0.0,0.01,0.15
8981,Soldier of Fortune: Payback,0.12,0.02,0.0,0.01,0.15
8982,F1 2012,0.01,0.11,0.0,0.02,0.15
8984,MLB SlugFest 20-03,0.11,0.03,0.0,0.0,0.15
8985,Tiger Woods PGA Tour,0.13,0.0,0.0,0.01,0.14
8988,Grabbed by the Ghoulies,0.11,0.03,0.0,0.01,0.14
8989,Cars: Mater-National Championship,0.13,0.0,0.0,0.01,0.14
8990,Shadow Hearts: From The New World,0.07,0.06,0.0,0.02,0.14
8991,Rayman Raving Rabbids,0.13,0.01,0.0,0.01,0.14
8992,Terraria,0.0,0.13,0.0,0.01,0.14
8997,L.A. Rush,0.11,0.03,0.0,0.01,0.14
8999,Record of Agarest War 2,0.09,0.0,0.04,0.01,0.14
9003,Skylanders Giants,0.12,0.01,0.0,0.01,0.14
9004,Spider-Man: Friend or Foe,0.13,0.0,0.0,0.01,0.14
9010,Fatal Frame,0.07,0.06,0.0,0.02,0.14
9011,Rayman 3,0.1,0.04,0.0,0.0,0.14
9013,BlazBlue: Chrono Phantasma Extend,0.07,0.03,0.02,0.02,0.14
9015,Wild ARMs 4,0.07,0.06,0.0,0.02,0.14
9016,Ratatouille,0.11,0.03,0.0,0.0,0.14
9017,G.I. Joe: The Rise of Cobra,0.11,0.0,0.0,0.03,0.14
9018,Casper: Spirit Dimensions,0.07,0.05,0.0,0.02,0.14
9024,Geometry Wars: Galaxies,0.13,0.0,0.0,0.01,0.14
9026,Syndicate,0.07,0.06,0.0,0.02,0.14
9029,Cave Story 3D,0.09,0.03,0.01,0.01,0.14
9031,Mega Man Powered Up,0.12,0.01,0.0,0.02,0.14
9033,Class of Heroes,0.06,0.0,0.08,0.01,0.14
9034,Second Sight,0.07,0.05,0.0,0.02,0.14
9036,Alien: Isolation,0.0,0.14,0.0,0.01,0.14
