,name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,worldwide_sales
6764,Sly Cooper: Thieves in Time,PlayStation Vita,2013,Platform,Sony Computer Entertainment Europe,0.13,0.06,0.0,0.06,0.25
6765,Dora the Explorer: Journey to the Purple Planet,PlayStation 2,2005,Adventure,Global Star,0.12,0.09,0.0,0.03,0.24
6766,Tales of Hearts,DS,2008,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24
6767,Digimon World: Data Squad,PlayStation 2,2006,Role-Playing,Namco Bandai Games,0.12,0.09,0.0,0.03,0.24
6768,Catz,Game Boy Advance,2005,Simulation,Ubisoft,0.18,0.06,0.0,0.0,0.24
6769,Hitman: Absolution,PC,2012,Action,Square Enix,0.03,0.17,0.0,0.04,0.24000000000000002
6770,Stella Glow,3DS,2015,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24000000000000002
6771,Racquet Sports,Wii,2010,Sports,Ubisoft,0.13,0.09,0.0,0.02,0.24
6772,Jikkyou Powerful Pro Yakyuu 2001,PlayStation,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.23,0.02,0.25
6773,Trials Fusion,Xbox One,2014,Racing,Ubisoft,0.12,0.1,0.0,0.02,0.24
6775,That's So Raven: Psychic on the Scene,DS,2006,Adventure,Disney Interactive Studios,0.23,0.0,0.0,0.02,0.25
6776,Far Cry Instincts Predator,Xbox 360,2006,Shooter,Ubisoft,0.2,0.03,0.0,0.02,0.25
6777,Tongari Boushi to Oshare na Mahou Tsukai,DS,2011,Action,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24
6778,Onechanbara Z2: Chaos,PlayStation 4,2014,Action,Nippon Ichi Software,0.14,0.03,0.04,0.04,0.25
6779,Ben 10 Ultimate Alien: Cosmic Destruction,PlayStation 3,2010,Platform,D3Publisher,0.12,0.08,0.0,0.04,0.24000000000000002
6780,Skylanders SWAP Force,3DS,2013,Platform,Activision,0.1,0.12,0.0,0.02,0.24
6781,Hasbro Family Game Night 3,PlayStation 3,2010,Misc,Electronic Arts,0.18,0.04,0.0,0.03,0.25
6782,Panzer General,PlayStation,1995,Strategy,Mindscape,0.14,0.09,0.0,0.02,0.25
6783,Gallop Racer (JP),PlayStation,1996,Sports,Tecmo Koei,0.04,0.03,0.16,0.02,0.25
6784,Cabela's Outdoor Adventures (2009),Xbox 360,2009,Sports,Activision Value,0.23,0.0,0.0,0.02,0.25
6785,Spawn the Eternal,PlayStation,1997,Action,Sony Computer Entertainment,0.14,0.09,0.0,0.02,0.25
6786,Army Men: Sarge's Heroes 2,PlayStation,2000,Shooter,3DO,0.14,0.09,0.0,0.02,0.25
6787,MLB,PlayStation Portable,2005,Sports,Sony Computer Entertainment,0.23,0.0,0.0,0.02,0.25
6788,Skylanders: SuperChargers,Xbox One,2015,Action,Activision,0.17,0.05,0.0,0.02,0.24000000000000002
6789,Ys: Memories of Celceta,PlayStation Vita,2012,Action,Nihon Falcom Corporation,0.1,0.01,0.1,0.04,0.25
6790,Britney's Dance Beat,PlayStation 2,2002,Misc,THQ,0.12,0.09,0.0,0.03,0.24
6791,Guitar Freaks,PlayStation,1999,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.02,0.25
6792,World Soccer Winning Eleven 7,PlayStation 2,2003,Sports,Konami Digital Entertainment,0.12,0.09,0.0,0.03,0.24
6793,SRS: Street Racing Syndicate,Xbox,2004,Racing,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24
6794,Namco Tennis Smash Court,PlayStation,1995,Sports,Sony Computer Entertainment,0.0,0.0,0.23,0.02,0.25
6795,Vexx,PlayStation 2,2003,Platform,Acclaim Entertainment,0.12,0.09,0.0,0.03,0.24
6796,Samurai Warriors 4,PlayStation 4,2014,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24000000000000002
6797,Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.25
6798,Marvel vs. Capcom Origins,PlayStation 2,2006,Fighting,Capcom,0.11,0.08,0.02,0.03,0.24
6799,Pro Yaky? Spirits 2011,PlayStation Portable,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24
6800,TimeSplitters: Future Perfect,PlayStation 2,2005,Shooter,Electronic Arts,0.12,0.09,0.0,0.03,0.24
6801,Dynasty Warriors Next,PlayStation Vita,2011,Action,Tecmo Koei,0.05,0.06,0.11,0.02,0.24
6802,Atelier Meruru: Alchemist of Arland 3,PlayStation 3,2011,Role-Playing,Nippon Ichi Software,0.05,0.0,0.18,0.01,0.24
6803,Harvest Moon: Magical Melody,GameCube,2005,Simulation,Ubisoft,0.19,0.05,0.0,0.01,0.25
6804,Disney Stitch Jam,DS,2009,Misc,Disney Interactive Studios,0.07,0.0,0.16,0.01,0.24000000000000002
6805,Genma Onimusha,Xbox,2002,Action,Capcom,0.14,0.04,0.05,0.01,0.24000000000000005
6806,DK: King of Swing,Game Boy Advance,2005,Platform,Nintendo,0.17,0.06,0.0,0.0,0.23
6807,K-1 Revenge,PlayStation,1997,Fighting,Xing Entertainment,0.04,0.03,0.16,0.02,0.25
6808,Turning Point: Fall of Liberty,PlayStation 3,2008,Shooter,Codemasters,0.21,0.01,0.0,0.02,0.24
6809,G-Police,PlayStation,1997,Action,Psygnosis,0.13,0.09,0.0,0.02,0.24
6810,Command & Conquer 3: Kane's Wrath,Xbox 360,2008,Strategy,Electronic Arts,0.16,0.06,0.0,0.02,0.24
6811,Homefront,PC,2011,Shooter,THQ,0.11,0.1,0.0,0.03,0.24000000000000002
6812,Corvette,Xbox,2003,Racing,TDK Mediactive,0.18,0.05,0.0,0.01,0.24
6813,Percy Jackson and the Olympians: The Lightning Thief,DS,2010,Role-Playing,Activision,0.22,0.01,0.0,0.02,0.25
6814,Fuel,PlayStation 3,2009,Racing,Codemasters,0.08,0.11,0.0,0.04,0.23
6815,NBA Live 10,PlayStation Portable,2009,Sports,Electronic Arts,0.21,0.0,0.01,0.02,0.24
6816,Burnout 2: Point of Impact,Xbox,2003,Racing,Acclaim Entertainment,0.18,0.05,0.0,0.01,0.24
6817,Super Monkey Ball Deluxe,PlayStation 2,2005,Misc,Sega,0.12,0.09,0.0,0.03,0.24
6818,Kill.Switch,Xbox,2003,Shooter,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24
6820,Lunar: Silver Star Harmony,PlayStation Portable,2009,Role-Playing,GungHo,0.19,0.0,0.03,0.02,0.24
6821,Peter Jackson's King Kong: The Official Game of the Movie,GameCube,2005,Action,Ubisoft,0.19,0.05,0.0,0.01,0.25
6822,Dancing With The Stars,Wii,2007,Misc,Activision,0.22,0.0,0.0,0.02,0.24
6823,Summon Night 3,PlayStation 2,2003,Role-Playing,Banpresto,0.0,0.0,0.24,0.0,0.24
6824,Pro Yaky? Spirits 2010,PlayStation Portable,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24
6825,The Simpsons: Road Rage,GameCube,2001,Racing,Electronic Arts,0.19,0.05,0.0,0.01,0.25
6826,Chibi-Robo! Zip Lash,3DS,2015,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24999999999999997
6827,Dynasty Warriors 7,Xbox 360,2011,Action,Tecmo Koei,0.16,0.06,0.0,0.02,0.24
6828,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,PlayStation 2,2006,Misc,Sega,0.0,0.0,0.24,0.0,0.24
6829,Total War: Attila,PC,2015,Strategy,Sega,0.09,0.13,0.0,0.02,0.24
6830,Azurik: Rise of Perathia,Xbox,2001,Action,Microsoft Game Studios,0.18,0.05,0.0,0.01,0.24
6832,Paws & Claws: Pet Resort,DS,2008,Simulation,THQ,0.22,0.0,0.0,0.02,0.24
6833,Dragon Ball Z: Sagas,Xbox,2005,Fighting,Atari,0.18,0.05,0.0,0.01,0.24
6834,Just Dance Kids 2,PlayStation 3,2011,Misc,Ubisoft,0.1,0.1,0.0,0.04,0.24000000000000002
6835,AC/DC LIVE: Rock Band Track Pack,PlayStation 3,2008,Misc,MTV Games,0.21,0.01,0.0,0.02,0.24
6836,Crash Tag Team Racing,PlayStation Portable,2005,Racing,Vivendi Games,0.16,0.05,0.0,0.03,0.24000000000000002
6837,Sakura Wars: Atsuki Chishio Ni,PlayStation 2,2003,Role-Playing,Sega,0.0,0.0,0.24,0.0,0.24
6838,The Price is Right 2010 Edition,Wii,2009,Misc,Ubisoft,0.22,0.0,0.0,0.02,0.24
6839,Ms. Pac-Man: Maze Madness / Pac-Man World,Game Boy Advance,2005,Puzzle,Namco Bandai Games,0.17,0.06,0.0,0.0,0.23
6840,NHRA Championship Drag Racing,PlayStation 2,2005,Racing,ValuSoft,0.12,0.09,0.0,0.03,0.24
6841,Monster Jam,PlayStation 2,2007,Racing,Activision,0.12,0.09,0.0,0.03,0.24
6842,Asura's Wrath,Xbox 360,2012,Action,Capcom,0.15,0.06,0.01,0.02,0.24
6843,Harvest Moon: Another Wonderful Life,GameCube,2004,Role-Playing,Marvelous Interactive,0.19,0.05,0.0,0.01,0.25
6844,Jikkyou Powerful Pro Yakyuu 15,PlayStation 2,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24
6845,Front Line,Atari,1981,Action,Taito,0.22,0.01,0.0,0.0,0.23
6846,Ready 2 Rumble Boxing: Round 2,Nintendo 64,2000,Fighting,Midway Games,0.19,0.05,0.0,0.0,0.24
6847,Army Men: Air Combat,Nintendo 64,2000,Action,3DO,0.19,0.05,0.0,0.0,0.24
6848,Paperboy,Nintendo 64,1999,Action,Midway Games,0.19,0.05,0.0,0.0,0.24
6849,South Park: Chef's Luv Shack,Nintendo 64,1999,Misc,Acclaim Entertainment,0.19,0.05,0.0,0.0,0.24
6850,Midway's Greatest Arcade Hits Volume 1,Nintendo 64,2000,Misc,Midway Games,0.19,0.05,0.0,0.0,0.24
6851,Road Rash 64,Nintendo 64,1999,Racing,THQ,0.19,0.05,0.0,0.0,0.24
6852,Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,Ubisoft,0.1,0.01,0.12,0.01,0.24
6853,NCAA College Basketball 2K3,PlayStation 2,2002,Sports,Sega,0.12,0.09,0.0,0.03,0.24
6854,Mobile Suit Gundam Battlefield Record U.C.0081,PlayStation 3,2009,Action,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24
6855,NHL 17,Xbox One,2016,Sports,Electronic Arts,0.2,0.01,0.0,0.03,0.24000000000000002
6856,NCAA March Madness 2004,Xbox,2003,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24
6857,Lucky Luke,PlayStation,1998,Platform,Ocean,0.13,0.09,0.0,0.02,0.24
6858,Bakugan: Battle Brawlers,Xbox 360,2009,Action,Activision,0.2,0.02,0.0,0.02,0.24
6859,Fantastic 4,GameCube,2005,Action,Activision,0.19,0.05,0.0,0.01,0.25
6860,LEGO The Hobbit,3DS,2014,Action,Warner Bros. Interactive Entertainment,0.1,0.12,0.0,0.02,0.24
6861,Tony Hawk's American Sk8land,Game Boy Advance,2005,Sports,Activision,0.17,0.06,0.0,0.0,0.23
6863,Metro 2033,PC,2010,Shooter,THQ,0.0,0.19,0.0,0.05,0.24
6864,Densetsu no Stafi 3,Game Boy Advance,2004,Platform,Nintendo,0.0,0.0,0.23,0.01,0.24000000000000002
6865,Forsaken,PlayStation,1998,Shooter,Acclaim Entertainment,0.13,0.09,0.0,0.02,0.24
6866,Imagine: Teacher Class Trip,DS,2009,Adventure,Ubisoft,0.1,0.12,0.0,0.02,0.24
6867,Ratchet & Clank: Going Commando (JP weekly sales),PlayStation 2,2003,Action,Sony Computer Entertainment,0.0,0.0,0.24,0.0,0.24
6868,Dragon Ball: XenoVerse,Xbox 360,2015,Fighting,Namco Bandai Games,0.17,0.04,0.0,0.02,0.23
6869,Valhalla Knights,PlayStation Portable,2006,Role-Playing,Rising Star Games,0.15,0.0,0.07,0.01,0.23
6870,The Hobbit,Xbox,2003,Platform,Vivendi Games,0.18,0.05,0.0,0.01,0.24
6871,Destiny: The Collection,PlayStation 4,2016,Shooter,Activision,0.05,0.15,0.0,0.04,0.24000000000000002
6872,FIFA 14,3DS,2013,Sports,Electronic Arts,0.0,0.22,0.0,0.01,0.23
6873,Dance Dance Revolution: Disney Channel Edition,PlayStation 2,2008,Simulation,Konami Digital Entertainment,0.12,0.09,0.0,0.03,0.24
6874,The Incredible Hulk,DS,2008,Action,Sega,0.22,0.0,0.0,0.02,0.24
6875,The Adventures of Tintin: The Game,Xbox 360,2011,Action,Ubisoft,0.07,0.13,0.0,0.03,0.23
6876,Checkers,Atari,1980,Misc,Atari,0.22,0.01,0.0,0.0,0.23
6878,Etrian Mystery Dungeon,3DS,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.13,0.01,0.24
6879,Zumba Fitness: World Party,Xbox One,2013,Misc,Majesco Entertainment,0.17,0.05,0.0,0.02,0.24000000000000002
6880,Luminous Arc,DS,2007,Role-Playing,Rising Star Games,0.16,0.0,0.06,0.01,0.23
6881,Boogie SuperStar,Wii,2008,Misc,Electronic Arts,0.2,0.02,0.0,0.02,0.24
6882,4x4 EVO 2,Xbox,2001,Racing,Gathering of Developers,0.18,0.05,0.0,0.01,0.24
6883,Juiced 2: Hot Import Nights,DS,2007,Racing,THQ,0.22,0.0,0.0,0.02,0.24
6884,XS Airboat Racing,PlayStation,2002,Racing,XS Games,0.13,0.09,0.0,0.02,0.24
6885,Cradle of Rome,DS,2008,Puzzle,Rising Star Games,0.05,0.15,0.0,0.03,0.23
6886,Grand Theft Auto,Game Boy Advance,2004,Action,Take-Two Interactive,0.17,0.06,0.0,0.0,0.23
6887,Avalon Code,DS,2008,Role-Playing,Rising Star Games,0.11,0.0,0.12,0.01,0.24
6888,Dora the Explorer: Super Star Adventures,Game Boy Advance,2004,Adventure,Game Factory,0.17,0.06,0.0,0.0,0.23
6889,Star Trek: The Game,PlayStation 3,2013,Action,Namco Bandai Games,0.1,0.1,0.0,0.04,0.24000000000000002
6890,Dreamcast Collection,Xbox 360,2011,Misc,Sega,0.16,0.06,0.0,0.02,0.24
6891,Resident Evil Archives: Resident Evil Zero,Wii,2008,Action,Capcom,0.13,0.03,0.06,0.01,0.23
6892,Rocket League,Xbox One,2016,Sports,505 Games,0.05,0.17,0.0,0.02,0.24000000000000002
6893,My Street,PlayStation 2,2003,Misc,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.24
6894,Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,0.12,0.09,0.0,0.02,0.22999999999999998
6895,Wild 9,PlayStation,1998,Action,Interplay,0.13,0.09,0.0,0.02,0.24
6896,Ghost Rider,PlayStation Portable,2007,Action,Take-Two Interactive,0.22,0.0,0.0,0.02,0.24
6897,Shadow Hearts: Covenant,PlayStation 2,2004,Role-Playing,Midway Games,0.12,0.09,0.0,0.03,0.24
6898,X-Men: Destiny,PlayStation 3,2011,Action,Activision,0.14,0.07,0.0,0.03,0.24000000000000002
6899,Driver '76,PlayStation Portable,2007,Racing,Ubisoft,0.03,0.14,0.0,0.07,0.24000000000000002
6901,Harry Potter and the Order of the Phoenix,PlayStation 3,2007,Action,Electronic Arts,0.18,0.03,0.0,0.03,0.24
6902,Midway Arcade Treasures: Extended Play,PlayStation Portable,2005,Misc,Midway Games,0.21,0.0,0.0,0.02,0.22999999999999998
6903,Nickelodeon Dance,Wii,2011,Misc,Take-Two Interactive,0.21,0.01,0.0,0.01,0.23
6904,PGA Tour 96,PlayStation,1995,Sports,Electronic Arts,0.13,0.09,0.0,0.02,0.24
6905,Covert Ops: Nuclear Dawn,PlayStation,2000,Action,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.24
6906,Ben 10 Ultimate Alien: Cosmic Destruction,PlayStation Portable,2010,Platform,D3Publisher,0.1,0.09,0.0,0.05,0.24
6907,Amazing Adventures: The Forgotten Ruins,DS,2008,Adventure,PopCap Games,0.13,0.08,0.0,0.02,0.23
6908,Galaga: Destination Earth,PlayStation,2000,Shooter,Hasbro Interactive,0.13,0.09,0.0,0.02,0.24
6909,Dynasty Warriors 6 Empires,Xbox 360,2009,Action,Tecmo Koei,0.16,0.01,0.04,0.02,0.23
6910,The Testament of Sherlock Holmes,PlayStation 3,2012,Adventure,Focus Home Interactive,0.05,0.14,0.0,0.04,0.23
6911,FIFA World Cup Germany 2006,Xbox,2006,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24
6912,NBA Live 14,PlayStation 4,2013,Sports,Electronic Arts,0.15,0.05,0.0,0.04,0.24000000000000002
6913,G.I. Joe: The Rise of Cobra,Xbox 360,2009,Action,Electronic Arts,0.17,0.05,0.0,0.02,0.24000000000000002
6914,Polly Pocket: Super Splash Island,Game Boy Advance,2003,Action,Knowledge Adventure,0.17,0.06,0.0,0.0,0.23
6915,Game of Thrones,PlayStation 3,2012,Role-Playing,Focus Home Interactive,0.1,0.1,0.0,0.03,0.23
6916,God Eater 2,PlayStation Portable,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24
6917,LEGO Marvel's Avengers,Wii U,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.02,0.24
6918,PDC World Championship Darts 2008,Wii,2008,Sports,Oxygen Interactive,0.02,0.21,0.0,0.01,0.24
6919,X-Men: Destiny,Xbox 360,2011,Action,Activision,0.18,0.04,0.0,0.02,0.24
6920,Sesame Street: Elmo's Number Journey,PlayStation,1998,Misc,NewKidCo,0.13,0.09,0.0,0.02,0.24
6921,Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,Xbox 360,2009,Role-Playing,Bethesda Softworks,0.16,0.06,0.0,0.02,0.24
6922,Rampage,Atari,1988,Action,Activision,0.22,0.01,0.0,0.0,0.23
6923,Dark Cavern,Atari,1981,Shooter,Mattel Interactive,0.22,0.01,0.0,0.0,0.23
6924,Pictionary: Ultimate Edition,Xbox 360,2011,Misc,THQ,0.16,0.05,0.0,0.02,0.23
6925,Pro Evolution Soccer 2014,Xbox 360,2013,Action,Konami Digital Entertainment,0.07,0.15,0.0,0.02,0.24
6926,The Godfather (US & Others sales),Xbox 360,2006,Action,Electronic Arts,0.2,0.02,0.0,0.02,0.24
6927,We Love Golf!,Wii,2007,Sports,Capcom,0.19,0.0,0.03,0.02,0.24
6928,Angry Birds,PC,2011,Puzzle,Focus Home Interactive,0.0,0.18,0.0,0.05,0.22999999999999998
6929,Pictionary: Ultimate Edition,PlayStation 3,2011,Misc,THQ,0.15,0.06,0.0,0.03,0.24
6930,Pure Futbol,PlayStation 3,2010,Sports,Ubisoft,0.06,0.13,0.0,0.04,0.23
6931,Tiger Woods PGA Tour 10,PlayStation Portable,2009,Sports,Electronic Arts,0.12,0.07,0.0,0.05,0.24
6932,Imagine: Zookeeper,DS,2009,Simulation,Ubisoft,0.15,0.06,0.0,0.02,0.22999999999999998
6933,Dood's Big Adventure,Wii,2010,Platform,THQ,0.21,0.01,0.0,0.02,0.24
6934,Afro Samurai,Xbox 360,2009,Action,Atari,0.16,0.05,0.0,0.02,0.23
6935,Ar tonelico Qoga: Knell of Ar Ciel,PlayStation 3,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.23
6936,NASCAR 08,PlayStation 2,2007,Racing,Electronic Arts,0.12,0.09,0.0,0.03,0.24
6937,Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,Ubisoft,0.11,0.1,0.0,0.02,0.23
6938,Divinity II: Ego Draconis,Xbox 360,2009,Role-Playing,DTP Entertainment,0.18,0.04,0.0,0.02,0.24
6939,Birds of Steel,PlayStation 3,2012,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,0.22999999999999998
6940,DC Universe Online,PC,2011,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.02,0.24
6941,Bakugan: Battle Brawlers,PlayStation 3,2009,Action,Activision,0.19,0.03,0.0,0.02,0.24
6942,Naruto: Path of the Ninja 2,DS,2006,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.24
6943,Karaoke Revolution Volume 2,PlayStation 2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23
6944,Wallace & Gromit in Project Zoo,PlayStation 2,2003,Platform,BAM! Entertainment,0.11,0.09,0.0,0.03,0.23
6945,Are You Smarter than a 5th Grader? Game Time,DS,2009,Puzzle,THQ,0.22,0.0,0.0,0.02,0.24
6946,Girls Mode 3: Kirakira Code,3DS,2015,Action,Nintendo,0.0,0.0,0.23,0.0,0.23
6947,Love Plus +,DS,2010,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.0,0.23
6948,Prince of Persia: The Forgotten Sands,Wii,2010,Action,Ubisoft,0.1,0.11,0.0,0.02,0.23
6949,Disney's A Christmas Carol,DS,2009,Adventure,Disney Interactive Studios,0.21,0.01,0.0,0.02,0.24
6950,Mobile Suit Gundam: Climax U.C.,PlayStation 2,2006,Action,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23
6951,Street Fighter EX2 Plus,PlayStation,1998,Fighting,Virgin Interactive,0.13,0.09,0.0,0.02,0.24
6952,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PlayStation Vita,2016,Action,Square Enix,0.0,0.0,0.23,0.0,0.23
6953,Big Family Games,Wii,2009,Misc,THQ,0.0,0.22,0.0,0.02,0.24
6954,Super Robot Taisen D,Game Boy Advance,2003,Strategy,Banpresto,0.0,0.0,0.23,0.01,0.24000000000000002
6956,NBA Live 15,PlayStation 4,2014,Sports,Electronic Arts,0.16,0.04,0.0,0.04,0.24000000000000002
6957,NASCAR Thunder 2004,Xbox,2003,Racing,Electronic Arts,0.18,0.05,0.0,0.01,0.24
6958,Buffy the Vampire Slayer,Xbox,2002,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.24
6959,MX vs. ATV Reflex,PlayStation Portable,2009,Racing,THQ,0.18,0.03,0.0,0.03,0.24
6960,Harry Potter and the Goblet of Fire,Xbox,2005,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.24
6961,Transformers: War for Cybertron (DS Version),DS,2010,Shooter,Activision,0.21,0.01,0.0,0.02,0.24
6962,Sands of Destruction,DS,2008,Role-Playing,Sega,0.09,0.0,0.13,0.01,0.23
6963,Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,0.2,0.01,0.0,0.02,0.23
6964,Viva Pinata: Party Animals,Xbox 360,2007,Misc,Microsoft Game Studios,0.19,0.02,0.0,0.02,0.22999999999999998
6965,Pro Yakyuu Team o Tsukurou!,Dreamcast,1999,Sports,Sega,0.0,0.0,0.23,0.0,0.23
6966,Shrek's Carnival Craze Party Games,DS,2008,Misc,Activision,0.22,0.0,0.0,0.02,0.24
6967,Cabela's Big Game Hunter 2012,PlayStation 3,2011,Sports,Activision,0.17,0.03,0.0,0.03,0.23
6968,Hotel for Dogs,DS,2008,Simulation,505 Games,0.22,0.0,0.0,0.02,0.24
6969,Scrabble (Others sales),DS,2009,Puzzle,Ubisoft,0.0,0.23,0.0,0.0,0.23
6970,World Series Baseball,Xbox,2002,Sports,Sega,0.17,0.05,0.0,0.01,0.23000000000000004
6971,Test Drive: Eve of Destruction,PlayStation 2,2004,Racing,Atari,0.11,0.09,0.0,0.03,0.23
6972,Starsky & Hutch,Xbox,2003,Racing,Empire Interactive,0.17,0.05,0.0,0.01,0.23000000000000004
6973,Dynasty Warriors: Gundam Reborn,PlayStation 3,2013,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23
6974,Hatsune Miku: Project Diva f,PlayStation Vita,2012,Misc,Sega,0.0,0.0,0.23,0.0,0.23
6975,The Legend of Heroes: Trails of Cold Steel,PlayStation Vita,2013,Role-Playing,Nippon Ichi Software,0.05,0.02,0.14,0.02,0.23
6976,Jeremy McGrath Supercross World,PlayStation 2,2001,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23
6977,The Scorpion King: Rise of the Akkadian,PlayStation 2,2002,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23
6978,Rock Band Country Track Pack,Xbox 360,2009,Misc,MTV Games,0.22,0.0,0.0,0.02,0.24
6979,Loving Life with Hello Kitty & Friends,DS,2011,Misc,Rising Star Games,0.13,0.07,0.0,0.02,0.22
6980,Let's Make a Soccer Team!,PlayStation 2,2006,Sports,Sega,0.0,0.0,0.23,0.0,0.23
6981,The Club,PlayStation 3,2008,Shooter,Sega,0.14,0.07,0.0,0.03,0.24000000000000002
6982,Monster Hunter G,PlayStation 2,2005,Role-Playing,Capcom,0.0,0.0,0.23,0.0,0.23
6983,Meteos,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23
6984,All-Star Baseball 2001,Nintendo 64,2000,Sports,Acclaim Entertainment,0.22,0.01,0.0,0.0,0.23
6985,Star Wars Jedi Knight II: Jedi Outcast,GameCube,2002,Shooter,Activision,0.18,0.05,0.0,0.01,0.24
6986,Tom Clancy's Splinter Cell,GameCube,2003,Action,Ubisoft,0.18,0.05,0.0,0.01,0.24
6987,Virtua Tennis 4,Xbox 360,2011,Sports,Sega,0.11,0.09,0.01,0.02,0.23
6988,ESPN NHL Hockey,PlayStation 2,2003,Sports,Sega,0.11,0.09,0.0,0.03,0.23
6989,Harvest Moon GB,Game Boy,1997,Simulation,Victor Interactive,0.0,0.0,0.23,0.0,0.23
6990,DiRT Showdown,Xbox 360,2012,Racing,Codemasters,0.08,0.13,0.0,0.02,0.23
6991,The Incredible Hulk: Ultimate Destruction,Xbox,2005,Action,Vivendi Games,0.17,0.05,0.0,0.01,0.23000000000000004
6992,NCAA GameBreaker 2003,PlayStation 2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
6993,The Amazing Spider-Man 2 (2014),Xbox 360,2014,Action,Activision,0.1,0.11,0.0,0.02,0.23
6994,Gundam Battle Assault,PlayStation,1998,Fighting,Namco Bandai Games,0.13,0.09,0.0,0.02,0.24
6996,XCOM 2,PC,2016,Strategy,Take-Two Interactive,0.09,0.12,0.0,0.02,0.22999999999999998
6998,Rocket Power: Beach Bandits,GameCube,2002,Platform,THQ,0.18,0.05,0.0,0.01,0.24
6999,Shaun White Snowboarding,DS,2008,Sports,Ubisoft,0.21,0.0,0.0,0.02,0.22999999999999998
7001,M&M's Kart Racing,Wii,2007,Racing,Zoo Digital Publishing,0.21,0.0,0.0,0.02,0.22999999999999998
7002,Cross Edge,PlayStation 3,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23
7003,Tom Clancy's Rainbow Six: Rogue Spear,PlayStation,2001,Shooter,Ubisoft,0.13,0.09,0.0,0.02,0.24
7004,The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,0.24000000000000002
7005,NHL FaceOff 2001,PlayStation,2000,Sports,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.24
7006,Cabela's Outdoor Adventures (2009),PlayStation 3,2009,Sports,Activision Value,0.21,0.0,0.0,0.02,0.22999999999999998
7007,Puss in Boots,Xbox 360,2011,Action,THQ,0.2,0.02,0.0,0.02,0.24
7008,Yu-Gi-Oh! GX: Duel Academy,Game Boy Advance,2005,Misc,Konami Digital Entertainment,0.17,0.06,0.0,0.0,0.23
7010,Game & Wario,Wii U,2013,Misc,Nintendo,0.05,0.06,0.12,0.01,0.24
7011,Colony Wars: Vengeance,PlayStation,1998,Simulation,Psygnosis,0.13,0.09,0.0,0.02,0.24
7012,Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.24
7013,Jewels of the Tropical Lost Island,DS,2010,Puzzle,Storm City Games,0.11,0.1,0.0,0.02,0.23
